year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,6,1,640,645,-5,828,836,-8,US,1032,N196UW,EWR,CLT,83,529,6,45,2013-06-01T10:00:00Z
2013,6,1,640,645,-5,928,946,-18,B6,135,N508JB,JFK,RSW,152,1074,6,45,2013-06-01T10:00:00Z
2013,6,1,641,645,-4,855,906,-11,US,334,N642AW,EWR,PHX,297,2133,6,45,2013-06-01T10:00:00Z
2013,6,1,641,645,-4,835,853,-18,B6,117,N632JB,JFK,MSY,151,1182,6,45,2013-06-01T10:00:00Z
2013,6,1,644,642,2,824,819,5,EV,3806,N16987,EWR,CLE,62,404,6,42,2013-06-01T10:00:00Z
2013,6,1,650,659,-9,931,951,-20,B6,49,N653JB,JFK,PBI,135,1028,6,59,2013-06-01T10:00:00Z
2013,6,1,653,655,-2,929,945,-16,UA,1074,N37465,EWR,LAS,314,2227,6,55,2013-06-01T10:00:00Z
2013,6,1,653,700,-7,1011,1032,-21,DL,1865,N713TW,JFK,SFO,349,2586,7,0,2013-06-01T11:00:00Z
2013,6,1,654,655,-1,805,820,-15,UA,709,N434UA,LGA,ORD,109,733,6,55,2013-06-01T10:00:00Z
2013,6,1,654,655,-1,919,935,-16,AA,1815,N5DCAA,JFK,MCO,121,944,6,55,2013-06-01T10:00:00Z
2013,6,1,654,700,-6,945,945,0,AA,1949,N3FLAA,JFK,LAS,325,2248,7,0,2013-06-01T11:00:00Z
2013,6,1,654,700,-6,909,928,-19,DL,1547,N680DA,LGA,ATL,106,762,7,0,2013-06-01T11:00:00Z
2013,6,1,655,655,0,915,914,1,UA,1139,N33289,EWR,DEN,239,1605,6,55,2013-06-01T10:00:00Z
2013,6,1,655,700,-5,948,1013,-25,DL,1415,N3736C,JFK,SLC,267,1990,7,0,2013-06-01T11:00:00Z
2013,6,1,655,700,-5,919,948,-29,DL,2285,N339NW,LGA,MCO,123,950,7,0,2013-06-01T11:00:00Z
2013,6,1,656,700,-4,939,1010,-31,AA,2279,N3FUAA,LGA,MIA,144,1096,7,0,2013-06-01T11:00:00Z
2013,6,1,658,700,-2,957,1019,-22,B6,671,N789JB,JFK,LAX,333,2475,7,0,2013-06-01T11:00:00Z
2013,6,1,700,700,0,921,952,-31,UA,272,N464UA,EWR,MCO,121,937,7,0,2013-06-01T11:00:00Z
2013,6,1,700,700,0,801,825,-24,WN,1362,N8608N,LGA,MDW,105,725,7,0,2013-06-01T11:00:00Z
2013,6,1,701,705,-4,920,929,-9,EV,4607,N26141,EWR,ATL,110,746,7,5,2013-06-01T11:00:00Z
2013,6,1,702,705,-3,913,958,-45,UA,1472,N39461,EWR,IAH,172,1400,7,5,2013-06-01T11:00:00Z
2013,6,1,703,642,21,905,907,-2,UA,528,N413UA,EWR,PHX,284,2133,6,42,2013-06-01T10:00:00Z
2013,6,1,706,630,36,844,803,41,EV,3266,N15572,EWR,RDU,60,416,6,30,2013-06-01T10:00:00Z
2013,6,1,709,715,-6,846,909,-23,DL,831,N349NB,LGA,DTW,76,502,7,15,2013-06-01T11:00:00Z
2013,6,1,709,705,4,948,1009,-21,DL,1879,N319US,LGA,FLL,144,1076,7,5,2013-06-01T11:00:00Z
2013,6,1,714,716,-2,930,959,-29,UA,376,N556UA,LGA,IAH,178,1416,7,16,2013-06-01T11:00:00Z
2013,6,1,714,715,-1,958,1022,-24,DL,763,N704X,JFK,LAX,320,2475,7,15,2013-06-01T11:00:00Z
2013,6,1,716,715,1,1003,1010,-7,VX,399,N641VA,JFK,LAX,322,2475,7,15,2013-06-01T11:00:00Z
2013,6,1,718,725,-7,1016,1040,-24,AA,443,N5FAAA,JFK,MIA,148,1089,7,25,2013-06-01T11:00:00Z
2013,6,1,720,725,-5,944,1015,-31,AS,21,N590AS,EWR,SEA,312,2402,7,25,2013-06-01T11:00:00Z
2013,6,1,720,729,-9,956,1020,-24,B6,361,N708JB,LGA,PBI,134,1035,7,29,2013-06-01T11:00:00Z
2013,6,1,721,725,-4,842,905,-23,AA,305,N589AA,LGA,ORD,110,733,7,25,2013-06-01T11:00:00Z
2013,6,1,724,725,-1,857,900,-3,WN,776,N267WN,EWR,BNA,104,748,7,25,2013-06-01T11:00:00Z
2013,6,1,726,730,-4,1114,1128,-14,B6,215,N559JB,EWR,SJU,204,1608,7,30,2013-06-01T11:00:00Z
2013,6,1,729,730,-1,1018,1050,-32,AA,33,N338AA,JFK,LAX,327,2475,7,30,2013-06-01T11:00:00Z
2013,6,1,729,635,54,943,904,39,DL,1743,N976DL,JFK,ATL,107,760,6,35,2013-06-01T10:00:00Z
2013,6,1,729,730,-1,1048,1045,3,VX,183,N846VA,EWR,SFO,360,2565,7,30,2013-06-01T11:00:00Z
2013,6,1,731,730,1,1005,1030,-25,UA,1251,N75410,EWR,FLL,139,1065,7,30,2013-06-01T11:00:00Z
2013,6,1,732,735,-3,901,900,1,WN,2153,N417WN,LGA,BNA,118,764,7,35,2013-06-01T11:00:00Z
2013,6,1,735,740,-5,938,1004,-26,B6,611,N229JB,JFK,JAX,109,828,7,40,2013-06-01T11:00:00Z
2013,6,1,735,710,25,944,925,19,WN,1010,N963WN,EWR,DEN,225,1605,7,10,2013-06-01T11:00:00Z
2013,6,1,737,740,-3,1010,1040,-30,AA,715,N4YNAA,LGA,DFW,196,1389,7,40,2013-06-01T11:00:00Z
2013,6,1,737,741,-4,836,857,-21,EV,4252,N13133,EWR,MKE,104,725,7,41,2013-06-01T11:00:00Z
2013,6,1,741,745,-4,1042,1045,-3,DL,183,N723TW,JFK,SEA,333,2422,7,45,2013-06-01T11:00:00Z
2013,6,1,741,745,-4,958,1001,-3,DL,807,N322US,EWR,ATL,105,746,7,45,2013-06-01T11:00:00Z
2013,6,1,741,740,1,1058,1055,3,VX,11,N851VA,JFK,SFO,350,2586,7,40,2013-06-01T11:00:00Z
2013,6,1,742,747,-5,903,913,-10,EV,3828,N12564,EWR,PIT,55,319,7,47,2013-06-01T11:00:00Z
2013,6,1,745,750,-5,1202,1155,7,AA,655,N5FMAA,JFK,STT,209,1623,7,50,2013-06-01T11:00:00Z
2013,6,1,745,750,-5,1014,1035,-21,B6,983,N763JB,LGA,TPA,134,1010,7,50,2013-06-01T11:00:00Z
2013,6,1,747,755,-8,1025,1045,-20,B6,341,N589JB,JFK,SRQ,139,1041,7,55,2013-06-01T11:00:00Z
2013,6,1,748,756,-8,929,954,-25,EV,4297,N11150,EWR,DTW,77,488,7,56,2013-06-01T11:00:00Z
2013,6,1,749,755,-6,858,910,-12,MQ,4418,N804MQ,JFK,DCA,47,213,7,55,2013-06-01T11:00:00Z
2013,6,1,749,750,-1,1131,1143,-12,UA,1216,N33209,EWR,SJU,201,1608,7,50,2013-06-01T11:00:00Z
2013,6,1,750,748,2,900,920,-20,UA,488,N493UA,EWR,ORD,108,719,7,48,2013-06-01T11:00:00Z
2013,6,1,751,756,-5,1020,1037,-17,B6,281,N536JB,JFK,MCO,123,944,7,56,2013-06-01T11:00:00Z
2013,6,1,752,800,-8,1056,1135,-39,AA,59,N339AA,JFK,SFO,340,2586,8,0,2013-06-01T12:00:00Z
2013,6,1,752,800,-8,1038,1106,-28,B6,553,N547JB,EWR,RSW,145,1068,8,0,2013-06-01T12:00:00Z
2013,6,1,753,806,-13,1005,1035,-30,UA,696,N497UA,LGA,DEN,220,1620,8,6,2013-06-01T12:00:00Z
2013,6,1,753,759,-6,1041,1109,-28,AA,2267,N3HGAA,LGA,MIA,145,1096,7,59,2013-06-01T11:00:00Z
2013,6,1,753,755,-2,938,925,13,WN,1200,N228WN,EWR,STL,123,872,7,55,2013-06-01T11:00:00Z
2013,6,1,753,756,-3,940,1007,-27,EV,4237,N12166,EWR,CHS,84,628,7,56,2013-06-01T11:00:00Z
2013,6,1,754,800,-6,1014,1028,-14,DL,2047,N617DL,LGA,ATL,105,762,8,0,2013-06-01T12:00:00Z
2013,6,1,755,755,0,936,920,16,MQ,3737,N519MQ,EWR,ORD,106,719,7,55,2013-06-01T11:00:00Z
2013,6,1,756,800,-4,1055,1127,-32,UA,397,N505UA,JFK,SFO,337,2586,8,0,2013-06-01T12:00:00Z
2013,6,1,756,805,-9,1029,1100,-31,DL,2395,N311US,LGA,PBI,138,1035,8,5,2013-06-01T12:00:00Z
2013,6,1,757,800,-3,1026,1050,-24,B6,625,N354JB,JFK,HOU,190,1428,8,0,2013-06-01T12:00:00Z
2013,6,1,757,756,1,926,946,-20,EV,4266,N14991,EWR,RDU,63,416,7,56,2013-06-01T11:00:00Z
2013,6,1,758,755,3,951,1004,-13,9E,3353,N934XJ,JFK,DTW,86,509,7,55,2013-06-01T11:00:00Z
2013,6,1,758,755,3,944,950,-6,US,1231,N171US,LGA,CLT,76,544,7,55,2013-06-01T11:00:00Z
2013,6,1,759,800,-1,944,958,-14,B6,1273,N258JB,JFK,CHS,84,636,8,0,2013-06-01T12:00:00Z
2013,6,1,759,805,-6,1036,1100,-24,DL,1109,N916DL,LGA,TPA,131,1010,8,5,2013-06-01T12:00:00Z
2013,6,1,759,800,-1,936,1001,-25,DL,2245,N339NB,EWR,MSP,137,1008,8,0,2013-06-01T12:00:00Z
2013,6,1,800,800,0,937,942,-5,9E,3611,N8694A,JFK,PIT,64,340,8,0,2013-06-01T12:00:00Z
2013,6,1,800,800,0,1041,1105,-24,B6,25,N665JB,JFK,FLL,140,1069,8,0,2013-06-01T12:00:00Z
2013,6,1,800,800,0,1012,1030,-18,WN,2392,N953WN,LGA,DEN,219,1620,8,0,2013-06-01T12:00:00Z
2013,6,1,804,806,-2,1105,1105,0,UA,458,N507UA,EWR,LAX,323,2454,8,6,2013-06-01T12:00:00Z
2013,6,1,804,756,8,936,931,5,B6,1103,N247JB,JFK,RDU,65,427,7,56,2013-06-01T11:00:00Z
2013,6,1,804,810,-6,1038,1046,-8,DL,1429,N602DL,JFK,LAS,305,2248,8,10,2013-06-01T12:00:00Z
2013,6,1,806,815,-9,955,1008,-13,US,821,N188US,EWR,CLT,75,529,8,15,2013-06-01T12:00:00Z
2013,6,1,806,810,-4,914,936,-22,B6,1204,N309JB,JFK,BUF,54,301,8,10,2013-06-01T12:00:00Z
2013,6,1,807,811,-4,907,921,-14,EV,4241,N21537,EWR,MHT,35,209,8,11,2013-06-01T12:00:00Z
2013,6,1,808,811,-3,1036,1104,-28,UA,1261,N37434,EWR,MCO,125,937,8,11,2013-06-01T12:00:00Z
2013,6,1,809,820,-11,934,940,-6,MQ,4655,N525MQ,LGA,BNA,102,764,8,20,2013-06-01T12:00:00Z
2013,6,1,809,815,-6,1022,1046,-24,DL,914,N373NW,LGA,DEN,222,1620,8,15,2013-06-01T12:00:00Z
2013,6,1,810,805,5,1051,1115,-24,DL,1271,N338NW,JFK,FLL,144,1069,8,5,2013-06-01T12:00:00Z
2013,6,1,812,815,-3,944,1015,-31,DL,2119,N356NW,LGA,MSP,134,1020,8,15,2013-06-01T12:00:00Z
2013,6,1,813,810,3,957,1025,-28,9E,3538,N930XJ,JFK,MSP,139,1029,8,10,2013-06-01T12:00:00Z
2013,6,1,813,811,2,919,927,-8,EV,4233,N16546,EWR,BTV,44,266,8,11,2013-06-01T12:00:00Z
2013,6,1,814,819,-5,1200,1210,-10,B6,717,N606JB,JFK,SJU,198,1598,8,19,2013-06-01T12:00:00Z
2013,6,1,815,820,-5,1040,1115,-35,DL,1167,N308DE,JFK,TPA,130,1005,8,20,2013-06-01T12:00:00Z
2013,6,1,815,820,-5,1042,1109,-27,DL,1959,N904DE,JFK,MCO,120,944,8,20,2013-06-01T12:00:00Z
2013,6,1,816,820,-4,920,930,-10,AA,1838,N3GEAA,JFK,BOS,39,187,8,20,2013-06-01T12:00:00Z
2013,6,1,818,830,-12,942,1012,-30,9E,3521,N933XJ,JFK,ORD,115,740,8,30,2013-06-01T12:00:00Z
2013,6,1,819,825,-6,1044,1050,-6,DL,2170,N375DA,JFK,PHX,297,2153,8,25,2013-06-01T12:00:00Z
2013,6,1,820,829,-9,1005,1024,-19,MQ,4607,N544MQ,LGA,CMH,70,479,8,29,2013-06-01T12:00:00Z
2013,6,1,820,825,-5,1029,1023,6,B6,219,N316JB,JFK,CLT,80,541,8,25,2013-06-01T12:00:00Z
2013,6,1,820,816,4,1006,1017,-11,EV,4380,N23139,EWR,MSP,145,1008,8,16,2013-06-01T12:00:00Z
2013,6,1,822,825,-3,1008,1017,-9,US,1053,N186US,JFK,CLT,76,541,8,25,2013-06-01T12:00:00Z
2013,6,1,822,830,-8,919,942,-23,EV,4411,N13132,EWR,BWI,35,169,8,30,2013-06-01T12:00:00Z
2013,6,1,824,835,-11,952,1020,-28,MQ,4558,N724MQ,LGA,CLE,65,419,8,35,2013-06-01T12:00:00Z
2013,6,1,824,824,0,1137,1200,-23,UA,1281,N39416,EWR,SFO,350,2565,8,24,2013-06-01T12:00:00Z
2013,6,1,824,830,-6,948,1015,-27,AA,309,N454AA,LGA,ORD,109,733,8,30,2013-06-01T12:00:00Z
2013,6,1,825,830,-5,1110,1126,-16,DL,857,N3766,JFK,SAN,315,2446,8,30,2013-06-01T12:00:00Z
2013,6,1,829,830,-1,1120,1140,-20,UA,443,N555UA,JFK,LAX,323,2475,8,30,2013-06-01T12:00:00Z
2013,6,1,829,833,-4,1103,1139,-36,B6,181,N634JB,JFK,SAN,320,2446,8,33,2013-06-01T12:00:00Z
2013,6,1,831,835,-4,1115,1135,-20,AA,717,N3GKAA,LGA,DFW,188,1389,8,35,2013-06-01T12:00:00Z
2013,6,1,832,829,3,1017,1034,-17,MQ,4478,N735MQ,LGA,DTW,79,502,8,29,2013-06-01T12:00:00Z
2013,6,1,833,700,93,1119,1006,73,DL,2003,N938DL,LGA,MIA,139,1096,7,0,2013-06-01T11:00:00Z
2013,6,1,834,840,-6,1046,1135,-49,UA,719,N853UA,EWR,IAH,174,1400,8,40,2013-06-01T12:00:00Z
2013,6,1,834,836,-2,939,947,-8,B6,1172,N323JB,EWR,BOS,45,200,8,36,2013-06-01T12:00:00Z
2013,6,1,835,815,20,1125,1120,5,DL,269,N6700,JFK,MIA,137,1089,8,15,2013-06-01T12:00:00Z
2013,6,1,837,839,-2,1120,1143,-23,B6,175,N809JB,JFK,SEA,322,2422,8,39,2013-06-01T12:00:00Z
2013,6,1,837,845,-8,1021,1044,-23,US,1429,N755US,LGA,CLT,79,544,8,45,2013-06-01T12:00:00Z
2013,6,1,837,821,16,1012,1012,0,EV,3839,N14923,EWR,CMH,70,463,8,21,2013-06-01T12:00:00Z
2013,6,1,838,840,-2,1121,1140,-19,UA,284,N402UA,EWR,SEA,321,2402,8,40,2013-06-01T12:00:00Z
2013,6,1,838,840,-2,946,1010,-24,9E,3300,N937XJ,JFK,DCA,38,213,8,40,2013-06-01T12:00:00Z
2013,6,1,841,845,-4,1101,1144,-43,DL,1885,N377NW,LGA,MCO,122,950,8,45,2013-06-01T12:00:00Z
2013,6,1,844,640,124,1038,843,115,EV,4471,N14916,EWR,CLT,77,529,6,40,2013-06-01T10:00:00Z
2013,6,1,846,850,-4,1013,1025,-12,MQ,4406,N800MQ,JFK,RDU,64,427,8,50,2013-06-01T12:00:00Z
2013,6,1,846,850,-4,1005,1013,-8,9E,3465,N912XJ,JFK,BOS,43,187,8,50,2013-06-01T12:00:00Z
2013,6,1,847,851,-4,1114,1154,-40,UA,352,N462UA,EWR,SAN,314,2425,8,51,2013-06-01T12:00:00Z
2013,6,1,849,800,49,946,908,38,9E,3608,N8794B,JFK,PHL,25,94,8,0,2013-06-01T12:00:00Z
2013,6,1,850,850,0,1239,1300,-21,AA,1357,N5FEAA,JFK,SJU,199,1598,8,50,2013-06-01T12:00:00Z
2013,6,1,850,850,0,1223,1245,-22,DL,301,N3749D,JFK,SJU,193,1598,8,50,2013-06-01T12:00:00Z
2013,6,1,850,855,-5,1039,1055,-16,DL,2179,N766NC,EWR,DTW,80,488,8,55,2013-06-01T12:00:00Z
2013,6,1,850,830,20,1002,954,8,EV,4694,N27962,EWR,PWM,49,284,8,30,2013-06-01T12:00:00Z
2013,6,1,851,832,19,1035,1030,5,EV,4175,N13994,EWR,AVL,83,583,8,32,2013-06-01T12:00:00Z
2013,6,1,852,855,-3,1106,1120,-14,MQ,4619,N508MQ,LGA,ATL,111,762,8,55,2013-06-01T12:00:00Z
2013,6,1,855,900,-5,1156,1215,-19,AA,647,N639AA,JFK,MIA,140,1089,9,0,2013-06-01T13:00:00Z
2013,6,1,855,900,-5,1142,1204,-22,B6,507,N793JB,EWR,FLL,140,1065,9,0,2013-06-01T13:00:00Z
2013,6,1,855,900,-5,1025,1112,-47,DL,181,N317US,LGA,DTW,76,502,9,0,2013-06-01T13:00:00Z
2013,6,1,855,900,-5,1016,1022,-6,US,2167,N963UW,LGA,DCA,44,214,9,0,2013-06-01T13:00:00Z
2013,6,1,856,900,-4,1121,1139,-18,DL,1747,N692DL,LGA,ATL,107,762,9,0,2013-06-01T13:00:00Z
2013,6,1,857,900,-3,1106,1119,-13,DL,485,N302DQ,EWR,ATL,108,746,9,0,2013-06-01T13:00:00Z
2013,6,1,858,901,-3,1110,1128,-18,UA,1643,N57111,EWR,DEN,228,1605,9,1,2013-06-01T13:00:00Z
2013,6,1,900,900,0,1146,1225,-39,AA,1,N328AA,JFK,LAX,327,2475,9,0,2013-06-01T13:00:00Z
2013,6,1,900,900,0,1154,1210,-16,DL,120,N721TW,JFK,LAX,324,2475,9,0,2013-06-01T13:00:00Z
2013,6,1,901,900,1,1142,1200,-18,UA,506,N538UA,EWR,LAX,317,2454,9,0,2013-06-01T13:00:00Z
2013,6,1,903,915,-12,1017,1053,-36,UA,692,N421UA,LGA,ORD,108,733,9,15,2013-06-01T13:00:00Z
2013,6,1,904,910,-6,1045,1110,-25,MQ,4582,N513MQ,LGA,CLT,73,544,9,10,2013-06-01T13:00:00Z
2013,6,1,906,910,-4,1144,1215,-31,AA,1739,N560AA,EWR,DFW,190,1372,9,10,2013-06-01T13:00:00Z
2013,6,1,906,909,-3,1013,1022,-9,B6,600,N193JB,JFK,PWM,52,273,9,9,2013-06-01T13:00:00Z
2013,6,1,909,915,-6,1104,1118,-14,EV,4234,N14905,EWR,CLT,75,529,9,15,2013-06-01T13:00:00Z
2013,6,1,911,915,-4,1205,1231,-26,DL,2379,N359NW,LGA,FLL,157,1076,9,15,2013-06-01T13:00:00Z
2013,6,1,911,915,-4,1203,1215,-12,VX,161,N844VA,EWR,LAX,323,2454,9,15,2013-06-01T13:00:00Z
2013,6,1,913,915,-2,1142,1143,-1,EV,4388,N13955,EWR,JAX,115,820,9,15,2013-06-01T13:00:00Z
2013,6,1,914,920,-6,1254,1324,-30,UA,1519,N16732,EWR,STT,202,1634,9,20,2013-06-01T13:00:00Z
2013,6,1,914,917,-3,1117,1126,-9,EV,4495,N13118,EWR,SAV,97,708,9,17,2013-06-01T13:00:00Z
2013,6,1,915,925,-10,1056,1110,-14,AA,1855,N575AA,LGA,STL,138,888,9,25,2013-06-01T13:00:00Z
2013,6,1,916,925,-9,1154,1235,-41,AA,1097,N482AA,LGA,DFW,192,1389,9,25,2013-06-01T13:00:00Z
2013,6,1,919,925,-6,1121,1134,-13,EV,4216,N14562,EWR,IND,95,645,9,25,2013-06-01T13:00:00Z
2013,6,1,924,915,9,1225,1249,-24,UA,220,N592UA,EWR,SFO,333,2565,9,15,2013-06-01T13:00:00Z
2013,6,1,925,930,-5,1021,1042,-21,B6,42,N267JB,JFK,SYR,41,209,9,30,2013-06-01T13:00:00Z
2013,6,1,925,918,7,1158,1204,-6,B6,183,N715JB,JFK,MCO,127,944,9,18,2013-06-01T13:00:00Z
2013,6,1,925,930,-5,1030,1045,-15,WN,553,N965WN,EWR,MDW,104,711,9,30,2013-06-01T13:00:00Z
2013,6,1,926,930,-4,1237,1255,-18,AA,179,N329AA,JFK,SFO,340,2586,9,30,2013-06-01T13:00:00Z
2013,6,1,926,930,-4,1027,1044,-17,B6,56,N296JB,JFK,BTV,46,266,9,30,2013-06-01T13:00:00Z
2013,6,1,928,930,-2,1030,1053,-23,EV,4636,N14977,EWR,DCA,37,199,9,30,2013-06-01T13:00:00Z
2013,6,1,930,945,-15,1205,1240,-35,B6,393,N627JB,LGA,MCO,123,950,9,45,2013-06-01T13:00:00Z
2013,6,1,932,925,7,1211,1227,-16,B6,1061,N579JB,JFK,AUS,197,1521,9,25,2013-06-01T13:00:00Z
2013,6,1,933,935,-2,1043,1054,-11,B6,20,N358JB,JFK,ROC,50,264,9,35,2013-06-01T13:00:00Z
2013,6,1,933,925,8,1228,1220,8,VX,407,N628VA,JFK,LAX,332,2475,9,25,2013-06-01T13:00:00Z
2013,6,1,934,932,2,1219,1236,-17,UA,1200,N37413,EWR,RSW,149,1068,9,32,2013-06-01T13:00:00Z
